都道府県名,地方公共団体コード,施設コード,地方公共団体名,施設名称,年間処理量_t/年度,資源化量_資源化物回収_t/年度,資源化量_発生ガス回収_m3/年度,資源化量_生産量・搬出量の別,処理対象廃棄物_可燃ごみ,処理対象廃棄物_混合（未分別）ごみ,処理対象廃棄物_粗大ごみ,処理対象廃棄物_固形化燃料,処理対象廃棄物_その他,処理対象廃棄物_不燃ごみ,処理対象廃棄物_資源ごみ,処理対象廃棄物_ごみ処理残渣,処理対象廃棄物_し尿処理残渣,処理対象廃棄物_その他（具体的）,施設の種類,施設の種類_その他（具体的）,処理方式,炉型式,ごみ処理事業実施方式,施設全体の処理能力_t/日,炉数,使用開始年度,余熱利用の状況_場内温水,余熱利用の状況_場内蒸気,余熱利用の状況_発電（場内利用）,余熱利用の状況_場外温水,余熱利用の状況_場外蒸気,余熱利用の状況_発電（場外利用）,余熱利用の状況_その他,余熱利用の状況_無し,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,契約電力会社名_（受電）,契約電力会社名_（売電）,売電において活用している制度_ＦＩＴ,売電において活用している制度_ＲＰＳ,売電において活用している制度_その他,売電において活用している制度_その他_具体的な制度名,売電の配分割合の方法_経費に充当,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法,売電の配分割合の方法_経費に充当_充当後の分担金の計算方法_その他の計算方法,売電の配分割合の方法_基金に積立,売電の配分割合の方法_基金に積立_活用内容,売電の配分割合の方法_基金に積立_活用内容_その他の活用内容,売電の配分割合の方法_その他,売電の配分割合の方法_その他_具体的な方法,灰処理設備の有無_（焼却灰）_セメント固化,灰処理設備の有無_（焼却灰）_薬剤処理,灰処理設備の有無_（焼却灰）_溶融処理,灰処理設備の有無_（焼却灰）_その他,灰処理設備の有無_（焼却灰）_無し,灰処理設備の有無_（飛灰）_セメント固化,灰処理設備の有無_（飛灰）_薬剤処理,灰処理設備の有無_（飛灰）_溶融処理,灰処理設備の有無_（飛灰）_その他,灰処理設備の有無_（飛灰）_無し,運転管理体制,施設の改廃_新設（建設中）,施設の改廃_新設（新規稼働）,施設の改廃_能力変更,施設の改廃_休止,施設の改廃_廃止,施設の改廃_移管,産業廃棄物の搬入の有無,一般廃棄物の割合_％,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg,リユース・リペアの対象品目_合計_重量_t/年度,リユース・リペアの対象品目_合計_個数_個・台等,リユース・リペアの対象品目_家具_対象,リユース・リペアの対象品目_家具_重量_t/年度,リユース・リペアの対象品目_家具_個数_個・台等,リユース・リペアの対象品目_自転車_対象,リユース・リペアの対象品目_自転車_重量_t/年度,リユース・リペアの対象品目_自転車_個数_個・台等,リユース・リペアの対象品目_衣類_対象,リユース・リペアの対象品目_衣類_重量_t/年度,リユース・リペアの対象品目_衣類_個数_個・台等,リユース・リペアの対象品目_書籍_対象,リユース・リペアの対象品目_書籍_重量_t/年度,リユース・リペアの対象品目_書籍_個数_個・台等,リユース・リペアの対象品目_家電_対象,リユース・リペアの対象品目_家電_重量_t/年度,リユース・リペアの対象品目_家電_個数_個・台等,リユース・リペアの対象品目_傘_対象,リユース・リペアの対象品目_傘_重量_t/年度,リユース・リペアの対象品目_傘_個数_個・台等,リユース・リペアの対象品目_食器_対象,リユース・リペアの対象品目_食器_重量_t/年度,リユース・リペアの対象品目_食器_個数_個・台等,リユース・リペアの対象品目_おもちゃ_対象,リユース・リペアの対象品目_おもちゃ_重量_t/年度,リユース・リペアの対象品目_おもちゃ_個数_個・台等,リユース・リペアの対象品目_その他_対象,リユース・リペアの対象品目_その他_重量_t/年度,リユース・リペアの対象品目_その他_個数_個・台等,リユース・リペア機能・内容_修理,リユース・リペア機能・内容_展示,リユース・リペア機能・内容_販売,リユース・リペア機能・内容_譲渡,リユース・リペア機能・内容_機能なし
福島県,07201,0710001,福島市,あぶくまクリーンセンター,33319,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,240,2,1988,,○,○,,○,,,,36938,1130,,,800,2.6,2058,,,,,,,,(株)東北電力,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,43.3,24.2,10.2,14.2,3.7,4.4,120,100,41.7,52.8,5.5,8902.5,9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07203,0710004,郡山市,郡山市富久山クリーンセンター,71835.63,0,,,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,300,2,1996,○,○,○,,,○,,,330147412,,17852441,,1995,8.55,14257.68,272,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,一部委託,,,,,,,有り,95.62,100,47.3,26.7,12.3,8.8,2.4,2.5,91.7,100,37.1,56.5,6.4,12282,9710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07203,0710003,郡山市,郡山市河内クリーンセンター,58883,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,300,2,1984,○,○,○,○,,○,,,264456582,0,201197549,0,1700,6.07,10350,0,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,有り,94,100,48.8,25.3,13.6,8.6,2,1.7,85.6,100,39.8,53.9,6.3,9155,11439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07204,0710005,いわき市,南部清掃センター,77986.03,8361.69,,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,390,3,2000,○,○,○,○,,,,,58502976,15634416,12644206,735671,3500,10.82,26040.06,0,15552,206997215,,12.1,12.1,12.1,東北電力㈱,出光グリーンパワー㈱,,,○,一般競争入札により契約,,,,,,,,,,,,○,,,,,○,,委託,,,,,,,無し,,100,45.3,25.2,19.6,4.8,1.1,4,132,100,37,56.1,6.9,9653,8339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07204,0710006,いわき市,北部清掃センター,26605,3494,,資源化物搬出量,○,,○,,,,,,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,300,2,1981,○,,○,○,,,,,101642688,2010139,,,160,1.73,876,,,,,,,,東北電力,,,,,,,,,,,,,,,,,,○,,,,○,,委託,,,,,,,無し,,100,43.8,22.3,15.3,9.7,3,5.9,142.3,100,42.4,50,7.6,8355,6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07212,0710007,南相馬市,クリーン原町センター,21309,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,105,2,1988,,,,,,,,○,,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,○,,,,,○,,,,直営,,,,,,,無し,,100,40,24.5,8.9,15.4,5.5,5.7,0,100,44.6,48.9,6.5,8078.3,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07811,0710010,伊達地方衛生処理組合,伊達地方衛生処理組合清掃センターごみ焼却施設,34496,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,150,3,1995,○,,,,,,,,364,,,,,,,,,,,,,,東北電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,42.8,22.6,11.8,11.7,6.2,4.9,128,100,45.1,49.4,5.5,8160,8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07820,0710047,須賀川地方保健環境組合,須賀川地方衛生センターごみ処理施設,28082,0,0,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,95,2,2019,,,○,,,,,,,,,,1990,18,14096,1785,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,45.7,22.3,15.4,11,2.7,2.9,186.8,100,50.3,44.6,5.1,7128,8234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07827,0710012,会津若松地方広域市町村圏整備組合,環境センターごみ焼却処理施設,60901,0,0,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,225,3,1988,○,,,○,,,,,23708160,12025878,11128320,564480,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,,,,,,,有り,99,100,57.7,20.9,7.7,10.5,1.8,1.4,116,100,54.2,41.7,4.1,6490,7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07827,0710157,会津若松地方広域市町村圏整備組合,新ごみ焼却施設,0,0,,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,196,2,2026,,,○,,,○,,,,,,,6120,25.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,委託,○,,,,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07844,0710013,東白衛生組合,東白衛生組合東白クリーンセンターごみ処理施設,9260,0,0,,○,,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,54,2,1987,○,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,45.1,28.6,4.2,14.5,2.7,4.9,127.5,100,44.1,51.2,4.7,8540,8715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07846,0710014,石川地方生活環境施設組合,石川地方生活環境施設組合ごみ焼却施設,9683,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,60,2,1985,,,,,,,,○,,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,49.6,28.04,4.8,13.75,3.09,0.72,150,100,52.53,41.28,6.19,6459,8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07853,0710015,田村広域行政組合（廃止）,田村西部環境センター,11723,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,40,1,2006,○,○,,○,,,,,5631360,3360000,6045384,3495360,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,51.9,27.8,9.3,7.8,0.8,2.4,91,100,40.2,53.1,6.7,8988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07853,0710016,田村広域行政組合（廃止）,田村東部環境センター,5307,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB+O（公設民営、長期包括運営委託）,32.9,2,1996,○,,,,,,○,,1504800,,1504800,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,51.9,19.4,7.2,10,4.8,6.7,361,100,47.5,45.9,6.6,8625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07853,0710050,田村広域行政組合（廃止）,田村西部環境センター,0,0,0,,,,,,,,,○,,,その他,,その他,全連続運転,DB+O（公設民営、長期包括運営委託）,6.4,1,2006,,,,,,,,○,,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,○,,,,,○,,,委託,,,,○,,,無し,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07862,0710017,相馬方部衛生組合,光陽クリーンセンター,9684,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,43,2,2012,○,,,,,,○,,37396440,,30914328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,52.63,26.53,6.67,8.87,1.77,3.53,135.33,100,46.8,46.43,6.77,1521.72,1355.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07867,0710041,白河地方広域市町村圏整備組合,西白河地方クリーンセンター,34158,0,0,,○,,○,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,180,2,1995,○,,,,,,,,9560,,,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,51.3,27.3,11,9.9,0.3,0.2,155,100,47.7,47,5.3,0,7672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07868,0710019,喜多方地方広域市町村圏組合,環境センター山都工場,15816,80,,資源化物搬出量,○,,,,,,,,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,90,2,1991,○,,,○,,,,,9031680,7526400,669090,294025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,,直営,,,,,,,無し,,100,51,27.6,3.1,16.9,1,0.4,124,100,53.4,41.5,5.1,6480,8730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07871,0710020,安達地方広域行政組合,もとみやクリーンセンター(焼却),24034,142,,資源化物搬出量,○,,○,,,○,○,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,80,2,2003,○,,,,,,,,2218,,182,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,○,,○,○,,,,委託,,,,,,,無し,,100,51.1,14.21,11.99,10.45,8.68,3.57,0,100,30.35,57.9,11.75,10100,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07873,0710022,双葉地方広域市町村圏組合,双葉地方広域市町村圏組合北部衛生センター,6684,0,0,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,40,2,1994,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,50.2,27.3,8.1,10,1.8,2.6,90.4,100,37,56.7,6.3,9750,11007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07877,0710024,南会津地方環境衛生組合,東部クリーンセンター,5047,0,,,○,,○,,○,○,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,40,2,1992,○,,,,,,,,1467648,,1509408,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,55.9,27.6,2.5,12.8,0.9,0.3,109,100,44.1,50.6,5.3,11300,8410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
福島県,07877,0710023,南会津地方環境衛生組合,西部クリーンセンター,2847,0,,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,25,2,1995,○,,,,,,,,1270080,,714420,,,,,,,,,,,,東北電力株式会社,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,55.9,27.6,2.5,12.8,0.9,0.3,109,100,44.1,50.6,5.3,11300,8410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08201,0810211,水戸市,水戸市清掃工場（ごみ焼却施設）,88237,0,,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DBO（公設民営）,330,3,2020,,,○,,,,,,,,,,9550,25.3,61680,,49201,867782251,19,17,17,17,東京電力エナジーパートナー株式会社,"東京電力パワーグリッド株式会社,ミツウロコグリーンエネルギー株式会社",○,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,49.2,27.9,12,4.2,1.3,5.4,150,100,36.7,55.8,7.5,10567,13342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08202,0810002,日立市,日立市清掃センター,54223,151,,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DBM（公設公営）,300,3,2001,○,○,○,○,○,○,,,155041000,63504000,,,1990,9,15135,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,委託,,,,,,,無し,,100,42.8,29,8.2,10.8,4,5.2,176.5,100,47,46.9,6.1,7652,9230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08203,0810003,土浦市,土浦市清掃センター,39557,226,,資源化物搬出量,○,,,○,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,210,3,1992,○,,,○,,,,,29100557,14459904,,,,,,,,,,,,,東京電力エナジーパートナー（株）,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,57.3,18.8,10.9,6.4,4,2.6,140,100,43.2,49.1,7.7,8158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08204,0810004,古河市,古河クリーンセンター,14315,0,0,,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,90,2,1994,○,,,,,,,,1881600,,1881600,,,,,,,,,,,,東京電力エナジーパートナー㈱,,,,,,,,,,,,,,,,,,○,○,,,,,委託,,,,,,,無し,,100,63.3,8.6,19,6.2,0.5,2.4,157,100,37.6,55.6,6.8,9515,7962.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08212,0810005,常陸太田市,清掃センター,15586,39,,資源化物生産量,○,,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,100,2,2002,,○,,○,,,,,117082223,25690840,117082223,25690840,,,,,,,,,,,東京電力,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,41.8,28,22.7,5.7,0.8,1,136.4,100,37.6,54.87,7.53,9393,11545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08215,0810006,北茨城市,清掃センター,12376,1616,,資源化物搬出量,○,,,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,180,2,1979,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,35.6,36.5,8.6,16.8,0.9,1.6,152.5,100,39,53.6,7.4,0,6863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08216,0810022,笠間市,笠間市環境センター,15915,0,,,○,,○,,,,,,,,焼却,,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,105,2,1992,○,,,○,,,,,20697600,15052800,13432650,1932767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,45.6,23,5.6,20.7,0.9,4.2,161,100,49.2,45.1,5.7,10248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08219,0810007,牛久市,牛久クリーンセンター,28852,996,,資源化物搬出量,○,,○,,,○,○,○,,,焼却,,流動床式,全連続運転,DB（公設公営、運転委託）,202.5,3,1999,○,,,,,,○,,16934400,,16934400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,,委託,,,,,,,無し,,100,36.4,19.5,30.2,7.2,3,3.7,123,100,34.9,57.9,7.2,10038,7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08220,0810008,つくば市,焼却施設,73488,2342,,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,375,3,1997,○,,○,,○,○,,,178059882,72649829,169865000,15693000,3400,12,19315,900,9901,86530857,,,10,8,アーバンエナジー株式会社,アーバンエナジー株式会社,○,,,,,,,,,,,,,,,,○,,○,,,,委託,,,,,,,無し,,100,40.8,37.4,10.7,8.8,0.3,2,134,100,46.7,48.2,5.1,7912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08223,0810011,潮来市,潮来クリーンセンター,7997,1062,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,72,2,1991,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,36.05,15.45,26,16.58,0.77,5.15,153.25,100,52.5,42.95,4.55,6782.5,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08233,0810012,行方市,行方市環境美化センターごみ焼却施設,8850,0,0,,○,,○,,,○,○,○,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,40,2,2000,○,,,,,,,,1690000,0,1600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,○,○,,,,直営,,,,,,,無し,,100,50,30,12,2,1,5,165,100,35,58,7,10088,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08234,0810013,鉾田市,鉾田クリーンセンター,7514,0,0,,○,,○,,○,,○,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,40,2,1993,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,委託,,,,,,,無し,,100,51.8,30.2,1.8,13.6,0,2.6,0,100,42.7,52,5.3,8720,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08310,0810212,城里町,城里町環境センター,5285,141,,資源化物生産量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,20,1,2021,○,,,,,,,,14387787,,,,,,,,,,,,,,東京電力エナジーパートナー（株）,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,51.8,25.1,13.5,8,0.2,1.4,169.8,100,49.3,45.5,5.2,7338,6470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08364,0810015,大子町,大子町環境センター,4991,0,0,,○,,,,,,,,,,焼却,,ストーカ式（可動）,バッチ運転,DB（公設公営、直営）,16,1,2015,,,,,,,○,,12036480,,17081433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,直営,,,,,,,無し,,100,51.8,25.5,7.9,11.3,1.7,1.8,178,100,49.7,44.3,6,7090,6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08443,0810016,阿見町,阿見町霞クリーンセンター,16440,0,,,○,,,,,,,○,,,焼却,,ストーカ式（可動）,准連続運転,その他公設公営,84,2,1997,○,,,,,,,,22579200,22579200,22579200,22579200,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,○,○,,,,委託,,,,,,,無し,,100,44.2,23.8,12.3,9,1.2,9.5,114.7,100,51.5,40.8,7.7,6415,6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08836,0810017,大宮地方環境整備組合,大宮地方環境整備組合(環境センター・ごみ焼却施設),26782,491,,資源化物搬出量,○,,,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,180,2,1990,○,,,,,,,,16934,,16934,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,,委託,,,,,,,無し,,100,37.6,25.6,7,21.4,6.1,2.3,180,100,49.6,43.3,7.1,8140,6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08845,0810018,龍ケ崎地方塵芥処理組合,くりーんプラザ・龍,29124,2453,0,資源化物搬出量,○,,○,,,,,○,,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,180,2,1999,○,○,○,○,,,○,,76894272,250160,84657049,2470020,1500,7.5,5906,,,,,,,,東京電力㈱,,,,,,,,,,,,,,,,○,,,,,○,,,委託,,,,,,,無し,,100,42.1,29.2,17.4,7.5,1.7,2.1,129.3,100,49.4,45.4,5.2,7315,8907.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08851,0810019,さしま環境管理事務組合,さしまクリーンセンター寺久熱回収施設,47076,2576,,資源化物搬出量,○,,,,,,,○,,,ガス化溶融・改質,,流動床式,全連続運転,DB+M（公設公営、維持管理のみ委託）,206,2,2008,○,,○,○,,○,,,51513262,42649313,4698578,4209991,3000,12.1,15750,984,,,,,,,,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,48.7,22.4,12.4,6.2,2.5,7.8,125.3,100,41.9,50.3,7.8,8575,9792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08859,0810020,大洗、鉾田、水戸環境組合,大洗、鉾田、水戸環境組合クリーンセンター,10868,0,0,,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,90,2,1992,○,,,,,,,,14064960,,10426280,,,,,,,,,,,,株式会社エネット,,,,,,,,,,,,,,,,,,○,,○,,,,一部委託,,,,,,,無し,,100,43.9,28.2,13.8,7.9,1,5.2,131.3,100,49.6,45.6,4.8,6697,7375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08867,0810021,江戸崎地方衛生土木組合,江戸崎地方衛生土木組合環境センター,1305,0,,,○,,○,,,,,,,,焼却,,流動床式,准連続運転,DB（公設公営、直営）,100,2,1989,○,,,,,,,,274.713,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,○,,,,一部委託,,,,,,,無し,,100,38.5,20.1,23.3,11.7,1.7,4.7,178.1,100,41.1,51.5,7.4,8669,9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08867,0810218,江戸崎地方衛生土木組合,江戸崎地方衛生土木組合　環境センター,18074,0,,,○,,○,,,,,,,,焼却,,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,70,2,2022,,,○,,,○,,,,,,,1280,17.75,4988,1716,,,,,,,,,,,,,,,,,,,,,,,,,○,○,,,,,委託,,○,,,,,無し,,100,38.5,20.1,23.3,11.7,1.7,4.7,178.1,100,41.1,51.5,7.4,8669,9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
茨城県,08886,0810023,筑西広域市町村圏事務組合,筑西広域市町村圏事務組合環境センター,49001,1151.94,,資源化物搬出量,○,,,,,,,○,○,,焼却,,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,240,3,2002,,○,○,,○,○,,,3000000000,8000000,243272000,7259000,3800,17.2,21314,1520,,,,,,,,,,,,,,,,,,,,,,,○,,,,○,○,,,委託,,,,,,,無し,,100,47.7,28.2,11.2,4.9,2.9,5.1,122.4,100,39.8,53.4,6.8,9101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○
