都道府県名,地方公共団体名,施設名称,年間処理量_t/年度,処理方式,炉型式,ごみ処理事業実施方式,炉数,使用開始年度,余熱利用量（仕様値・公称値）_余熱利用量_MJ,余熱利用量（仕様値・公称値）_うち外部熱供給量_MJ,余熱利用量（実績値）_余熱利用量_MJ,余熱利用量（実績値）_うち外部熱供給量_MJ,発電能力_発電能力_kW,発電能力_発電効率（仕様値・公称値）_％,発電能力_総発電量（実績値）_MWh,発電能力_うち外部供給量（実績値）_MWh,余剰電力利用（売電）_売電量_MWh/年,余剰電力利用（売電）_売電収入_円/年,余剰電力利用（売電）_売電価格(単価)_固定価格_円/kWh,余剰電力利用（売電）_売電価格(単価)_重負荷_円/kWh,余剰電力利用（売電）_売電価格(単価)_昼間_円/kWh,余剰電力利用（売電）_売電価格(単価)_夜間_円/kWh,ごみ組成分析結果（乾ベース）_合計_％,ごみ組成分析結果（乾ベース）_紙・布類_％,ごみ組成分析結果（乾ベース）_ﾋﾞﾆｰﾙ、合成樹脂、ｺﾞﾑ、皮革類_％,ごみ組成分析結果（乾ベース）_木、竹、わら類_％,ごみ組成分析結果（乾ベース）_ちゅう芥類_％,ごみ組成分析結果（乾ベース）_不燃物類_％,ごみ組成分析結果（乾ベース）_その他_％,単位容積重量_kg/m3,三成分_合計_％,三成分_水分_％,三成分_可燃分_％,三成分_灰分_％,低位発熱量_(計算値)_kJ/kg,低位発熱量_(実測値)_kJ/kg
埼玉県,所沢市,所沢市西部クリーンセンターごみ焼却施設,26151.03,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,1989,2008320,,,,,,,,,,,,,,100,52.45,10.93,13.02,13.77,2.81,7.02,168,100,50.7,43.2,6.1,6868,6787
埼玉県,所沢市,所沢市東部クリーンセンターごみ焼却施設,49387,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2003,644044800,0,,,5000,14.23,19523,,,,,,,,100,41.6,30.6,20.1,2.8,1.9,3,144,100,40.6,52.8,6.6,8926,10587
埼玉県,飯能市,飯能市クリーンセンター,18059.81,ストーカ式（可動）,全連続運転,その他公設公営,2,2017,,,,,830,12.1,4458.96,0,1473.434,20028568,18.7,9.41,7.61,5.6,100,50.32,19.85,13.3,10.02,1.5,5.01,136.75,100,43.72,49.35,6.93,0,8834
埼玉県,加須市,加須クリーンセンターごみ焼却施設,22319,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1998,201461877,0,201461877,17897596,,,,,,,,,,,100,51.2,18.8,12.6,8,2.4,7,130.5,100,39,52.4,8.6,8878,0
埼玉県,加須市,大利根クリーンセンターごみ焼却施設,5004,ストーカ式（可動）,准連続運転,DB（公設公営、運転委託）,2,1990,263970,,84760,,,,,,,,,,,,100,51.5,13.5,13.8,11,0.9,9.3,137.8,100,45.8,47.6,6.6,7814,0
埼玉県,春日部市,豊野環境衛生センター,62231.54,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1994,12095107,,,,3100,11.39,24234,241,,,,,,,100,39.5,25.1,11.3,13.2,2.8,8.1,100.5,100,44.9,46.1,9,7553,9693
埼玉県,狭山市,狭山市稲荷山環境センター(旧名称：　狭山市第二環境センター),32849,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1996,327003264,41430010,165111156,9476964,264,1.8,1678,0,,,,,,,100,53.1,21.3,11.1,9.1,3.2,2.2,155.3,100,43.4,50.3,6.3,8380,9570
埼玉県,羽生市,羽生市清掃センター,13342,ストーカ式（可動）,准連続運転,DBM（公設公営）,2,1983,1130011,,,,,,,,,,,,,,100,49.3,23.7,14.2,5.3,2.4,5.1,0,100,41.9,50.4,7.7,8483,0
埼玉県,上尾市,上尾市西貝塚環境センター,51464.84,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1997,,,,,2080,10.57,15903.648,869,,,,,,,100,41.3,27.1,16.8,7.9,4.5,2.4,149,100,45.2,49.9,4.9,10521.43,10521.43
埼玉県,入間市,入間市総合クリーンセンター,33610.9,流動床式,准連続運転,DB（公設公営、運転委託）,3,1996,28056240,4562910,,,,,,,,,,,,,100,54.3,22.1,12.2,9.8,1.2,0.4,102,100,44.7,49.8,5.5,0,10252.5
埼玉県,和光市,和光市清掃センター,19050,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1990,0,0,0,0,,,,,,,,,,,100,62.7,28.8,2.3,2.4,2.1,1.7,114.5,100,23,70,7,12610,15403
埼玉県,坂戸市,坂戸市西清掃センター,20722,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1994,14684430,314270,,,160,2,776,,,,,,,,100,52.4,25.2,12.9,6.3,0.9,2.3,0,100,44.8,49.8,5.4,8270,9160
埼玉県,ふじみ野市,ふじみ野市・三芳町環境センター,36166,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2016,29117760,,15806784,,3200,19.6,16345,691,9655,119596130,19,9,8,6,100,48.76,30.35,13.59,5.17,1.37,0.76,131,100,43.09,51.75,5.16,8666,11133
埼玉県,杉戸町,杉戸町環境センター,20239,流動床式,准連続運転,DB（公設公営、運転委託）,2,1996,18816000,13171200,,,,,,,,,,,,,100,49.9,19.5,10.7,10.5,2.3,7.1,192.3,100,51.3,41.8,6.9,6575,7267
埼玉県,蓮田白岡衛生組合,蓮田白岡衛生組合ごみ焼却施設,27018,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,1994,4283580,,2435729,,,,,,,,,,,,100,43,24.8,14.3,6.1,2.8,9,121.3,100,36.6,55,8.4,9475,0
埼玉県,久喜宮代衛生組合,久喜宮代清掃センター75t／24hごみ処理施設(1号炉),12314,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,1,1975,1515,,1515,,,,,,,,,,,,100,44.3,10.4,12.2,28.4,1,3.7,189,100,46.4,46.2,7.4,7539,9078
埼玉県,久喜宮代衛生組合,久喜宮代清掃センター75t／24hごみ処理施設(2号炉),7270,ストーカ式（可動）,全連続運転,DB+M（公設公営、維持管理のみ委託）,1,1980,1515,,1515,,,,,,,,,,,,100,44.3,10.4,12.2,28.4,1,3.7,189,100,46.4,46.2,7.4,7539,9078
埼玉県,久喜宮代衛生組合,菖蒲清掃センター焼却施設,5466,ストーカ式（可動）,バッチ運転,DB+M（公設公営、維持管理のみ委託）,2,1989,41750,,41750,,,,,,,,,,,,100,48.5,17.6,11,17,0.7,5.2,139,100,40.1,50.9,9,8587,10595
埼玉県,志木地区衛生組合,富士見環境センターごみ焼却施設,18886,ストーカ式（可動）,全連続運転,DBM（公設公営）,2,1986,2933549,,1310051,,,,,,,,,,,,100,58.4,19.1,8.6,6.8,2.9,4.2,148,100,46.5,46.9,6.6,7300,7380
埼玉県,志木地区衛生組合,新座環境センター東工場,23689,ストーカ式（可動）,全連続運転,DBM（公設公営）,1,1979,5080800,,3925440,,,,,,,,,,,,100,48.7,23.9,1.4,22.9,1.9,1.2,136,100,45.7,49.8,4.5,8245,9323
埼玉県,志木地区衛生組合,新座環境センター西工場,22830,ストーカ式（可動）,全連続運転,DBM（公設公営）,1,1994,3666936,,2792899,,,,,,,,,,,,100,46.9,22.6,4.8,22.3,1.3,2.1,162,100,52.1,43.4,4.5,6863,8068
埼玉県,東埼玉資源環境組合,第一工場ごみ処理施設,162803,ストーカ式（可動）,全連続運転,その他公設公営,4,1995,89839932,73338720,17735297,14543400,24000,20.64,91316,927,,,,,,,100,47.6,23.4,8.5,12.3,3.3,4.9,142.3,100,43.4,49.4,7.2,8251,9401
埼玉県,東埼玉資源環境組合,第二工場ごみ処理施設,77439,シャフト式,全連続運転,その他公設民営,2,2016,16572000,8773000,,171640,9400,17,53054,5,,,,,,,100,47.4,19.6,14.2,8.6,2.9,7.3,120.9,100,35.9,54.8,9.3,9421,10303
埼玉県,蕨戸田衛生センター組合,蕨戸田衛生センターごみ処理施設,54048,流動床式,全連続運転,DB（公設公営、運転委託）,3,1992,76732296,,83634825,,1950,10.8,15410,1106.8,5678.6,51688680,,13,11,6,100,45.3,19.7,6.7,21.7,2.6,4,149,100,52.1,41.5,6.4,6510,7910
埼玉県,秩父広域市町村圏組合,秩父広域市町村圏組合秩父クリーンセンター,27456,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1997,19584,,19576,,1400,12,10349,0,5570,80511598,19,13,13,9,100,43,31.1,15.5,5.8,1.5,3.1,103.58,100,36.03,57.93,6.04,0,12509
埼玉県,児玉郡市広域市町村圏組合,児玉郡市広域市町村圏組合立小山川クリーンセンター,45972,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,2000,78939840,14112000,,,2400,17.27,17961,,,,,,,,100,42.2,26.8,15.5,5.4,2.9,7.2,125.6,100,45.7,47.1,7.2,7775,9300
埼玉県,埼玉西部環境保全組合,高倉クリーンセンター,22286,流動床式,全連続運転,DB（公設公営、運転委託）,3,1995,33788160,,12327818,,,,,,,,,,,,100,41.6,23.6,13.7,17.5,1.9,1.7,160,100,46.2,47.6,6.2,7813,9143
埼玉県,埼玉西部環境保全組合,埼玉西部クリーンセンター,9915,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,,,,,2420,17.6,3553.55,,2086.574,91830120,,,44.01,44.01,100,45.1,25.4,14.1,8.7,3.4,3.3,155,100,42.1,51.1,6.8,8753,10443
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合立熊谷衛生センター第一工場,34300,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1980,6752256,3376128,2250752,1125376,,,,,,,,,,,100,38.7,26,12.2,17,1.5,4.6,129,100,38.3,54.9,6.8,9372,0
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合立熊谷衛生センター第二工場,37867,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1989,18006912,9003456,6002304,3001152,,,,,,,,,,,100,33,25.4,9.9,25.9,1.7,4.1,128,100,38.8,53.2,8,9033,0
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合立深谷清掃センター,26522,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1992,25649280,24366816,19649280,18106812,,,,,,,,,,,100,22.9,23,17.2,28,3.1,5.8,159,100,46.6,44.2,9.2,7182,0
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合立江南清掃センター,24005,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1979,7034496,6331046,2344832,2110349,,,,,,,,,,,100,43.2,18.4,11.9,20,0.7,5.8,143,100,40.3,49.8,9.9,8400,0
埼玉県,埼玉中部環境保全組合,埼玉中部環境センター,36949,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1984,23749254,15282054,,,,,,,,,,,,,100,52.7,10.2,16.2,15.7,2,3.2,182,100,51.2,42.9,5.9,6783,7673
千葉県,千葉市,北清掃工場,117715,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,3,1996,,,17873487,10767469,8000,13.89,39989,1015,22549,345151052,,17.9,14.31,12.67,100,44.9,35.1,6.4,7.1,1.4,5.1,130,100,45,50.2,4.8,8340,10810
千葉県,千葉市,新港清掃工場,107693.75,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,3,2002,,,145622997,3664608,9170,15,42788,1445,8692,136439011,,21,17,14,100,58.2,28.3,5,5.9,0.5,2.1,173,100,44.6,51.3,4.1,8530,10500
千葉県,市川市,市川市クリーンセンター(ごみ焼却処理施設),121786,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,3,1994,128070000,54566000,25738000,13453000,7300,13.5,32596,1660,15499,232932779,0,18.832,16.247,13.618,100,51.75,27.29,5.52,7.62,2.79,5.03,139,100,41.92,50.89,7.19,8550,10017
千葉県,船橋市,船橋市北部清掃工場,75890,ストーカ式（可動）,全連続運転,DBO（公設民営）,3,2017,10752838,10752838,7607100,7607100,8800,23.7,50644,7751,40149,558022770,17,10,10,7,100,44.9,27.1,8.5,12.9,1.4,5.2,186.17,100,45.1,48.5,6.4,8148.35,9769.28
千葉県,船橋市,船橋市南部清掃工場,0,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,1989,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
千葉県,船橋市,船橋市南部清掃工場,84173.11,ストーカ式（可動）,全連続運転,DBO（公設民営）,3,2020,,,,,8400,24,58001,0,46811,603206545,17,10,10,7,100,44.4,37,7.1,5.7,1.4,4.4,133,100,41.9,53.1,5,8944,11773
千葉県,館山市,館山市清掃センター,15940,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1984,290214,174140,260188,156123,,,,,,,,,,,100,49.4,22,13.6,7.1,5.4,2.5,142,100,39.22,9.2,51.58,8717,10118
千葉県,松戸市,松戸市和名ヶ谷クリーンセンター,80600,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,1995,101993310,77024052,20422716,12226040,3200,9.3,25746,0,,,,,,,100,39,30.8,3.8,21.1,1.3,4,,100,38.1,51.9,10,8800,12400
千葉県,野田市,野田市清掃工場,22346,ストーカ式（可動）,准連続運転,DB（公設公営、直営）,2,1985,375144000,,315213000,,,,,,,,,,,,100,63.9,11.8,10.8,7.9,0.4,5.2,154,100,44.4,50.6,5,6950,7450
千葉県,成田市,成田富里いずみ清掃工場,51345.28,シャフト式,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2012,,,,,3000,10.6,17747.625,,3698.9,57275.9,19,18,13,11,100,47.9,32.5,6.2,9.9,2.1,1.4,135.4,100,44.3,6.7,49,8109.2,10746.7
千葉県,習志野市,芝園清掃工場,52059,シャフト式,全連続運転,DB（公設公営、運転委託）,3,2002,,,,,2470,10,18362,612,2291,24825269,18.7,,6.92,5.09,100,40.7,38.9,3.8,11.8,4,0.8,94.3,100,36.1,57,6.9,13125,13178
千葉県,柏市,柏市清掃工場,67530,流動床式,全連続運転,DB（公設公営、運転委託）,3,1991,2427264,456313,2266370,406849,1300,5,9562,0,951,9346230,,,,,100,39.8,20.6,11.7,15.1,3.6,9.2,169,100,53.3,38.2,8.5,5850,7275
千葉県,柏市,柏市第二清掃工場,36146,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2005,525220000,36792000,131345820,10947530,2500,15,9840,0,1723,19426854,,,12,9,100,43.5,27.7,16.3,7.6,2.2,2.7,181.3,100,50.6,44.5,4.9,7128,8848
千葉県,勝浦市,勝浦市クリーンセンター,5146,流動床式,准連続運転,DB（公設公営、直営）,1,1985,990528,,990528,,,,,,,,,,,,100,36.3,12.3,21.3,8.2,17.6,4.3,119,100,37.1,38,24.9,6220,8610
千葉県,市原市,市原市福増クリーンセンター第一工場,25042,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1984,55599101,7840915,29828699,3598040,,,,,,,,,,,100,44.5,25.8,2.8,25.3,1.1,0.5,139.75,100,45.095,49.455,5.45,8195,10885
千葉県,市原市,市原市福増クリーンセンター第二工場,51524,流動床式,全連続運転,DB（公設公営、運転委託）,2,1994,69795605,10089085,55519229,1850076,2500,13.01,16747,0,5758,88867218,,17.98,15.78,14.68,100,37.5,24.3,2,34.3,1.3,0.6,141,100,48.3,46.6,5.1,7565,10067.5
千葉県,流山市,流山市クリーンセンターごみ焼却施設,45577,流動床式,全連続運転,DB（公設公営、一部運転委託）,3,2004,56266560,13440000,,,3000,14,14811,1341,539,5240634,17,2.5,2.5,2.5,100,46.9,21.8,12.6,9.2,2.5,7,175.4,100,41.2,48.9,9.9,8177,9921
千葉県,八千代市,八千代市清掃センター(3号炉),22464,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,2001,0,0,0,0,,,,,,,,,,,100,40,27.4,7.8,20.5,2.1,2.2,157,100,55.3,39.2,5.5,7773,5995
千葉県,八千代市,八千代市清掃センター(1・2号炉),26566,流動床式,全連続運転,DB（公設公営、運転委託）,2,1989,0,0,0,0,,,,,,,,,,,100,51.7,26.9,4.7,11.5,1.5,3.7,111,100,37.5,54.7,7.8,11625,9365
千葉県,我孫子市,我孫子市クリーンセンター(2号炉),9591,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1992,1693440,,1693440,,,,,,,,,,,,100,43,9.6,2.4,29.4,13.6,2,49,100,42,47.7,10.3,7930,9290
千葉県,我孫子市,我孫子市クリーンセンター(1号炉),11763,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1973,1693440,,1693440,,,,,,,,,,,,100,43,9.6,2.4,29.4,13.6,2,49,100,42,47.7,10.3,7930,9290
千葉県,我孫子市,我孫子市クリーンセンター,5395,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2023,,,,,1990,16.66,1948,,,,,,,,100,57.98,25.82,6.25,5.55,0.68,3.72,150,100,47.8,47.82,4.38,7801.67,10060
千葉県,浦安市,浦安市クリーンセンター(ごみ処理施設),45786,流動床式,全連続運転,DB+O（公設民営、長期包括運営委託）,3,1995,91297920,59424960,42567266,3961773,1450,7.1,9080,1037,,,,,,,100,44.1,22.3,5.2,19.4,2.3,6.7,167,100,46.6,45.5,7.9,7403,8825
千葉県,四街道市,四街道市クリーンセンターごみ焼却施設,21266,流動床式,全連続運転,DB（公設公営、運転委託）,2,1992,477750,254520,,,,,,,,,,,,,100,42.6,17.4,6.4,33.2,0.1,0.3,140.2,100,49.4,46.1,4.5,7430,8860
千葉県,八街市,八街市クリーンセンター,17539,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,2002,268297344,,6088372,,,,,,,,,,,,100,37,31.9,13.4,13,3.7,1,133.5,100,48.4,45,6.6,7262.5,8740
千葉県,いすみ市,いすみクリーンセンター,8624,ストーカ式（可動）,バッチ運転,DB（公設公営、一部運転委託）,2,1994,4109,,4109,,,,,,,,,,,,100,42.9,26.7,14.4,8.9,1.7,5.4,151.2,100,42.7,49.6,7.7,7010,9122
千葉県,佐倉市、酒々井町清掃組合,酒々井リサイクル文化センター焼却処理施設(AB系),11710,流動床式,全連続運転,DB（公設公営、運転委託）,1,1987,8557624,8557624,2450074,2450074,0,0,3769,0,1552,24736449,17,21,16,8,100,49.6,28.2,6.9,14.6,0.1,0.6,143,100,50.6,45.5,3.9,7305,8803
千葉県,佐倉市、酒々井町清掃組合,酒々井リサイクル文化センター焼却処理施設(C系),19649,流動床式,全連続運転,DB（公設公営、運転委託）,1,1990,14359404,14359404,4111142,4111142,0,0,6325,0,2604,41506922,17,21,16,8,100,49.6,28.2,6.9,14.6,0.1,0.6,143,100,50.6,45.5,3.9,7305,8803
千葉県,佐倉市、酒々井町清掃組合,酒々井リサイクル文化センター焼却処理施設(D系),18259,流動床式,全連続運転,DB（公設公営、運転委託）,1,2005,13344092,13344092,3820455,3820455,2500,16.2,5877,0,2420,38572089,17,21,16,8,100,49.6,28.2,6.9,14.6,0.1,0.6,143,100,50.6,45.5,3.9,7305,8803
千葉県,東金市外三市町清掃組合,東金市外三市町環境クリーンセンター(焼却施設),41008,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1998,35985600,,,,,,,,,,,,,,100,43.8,26.9,4.7,16.6,4,4,123,100,46.8,41.6,11.6,6663,9910
千葉県,山武郡市環境衛生組合,ごみ焼却施設,15694,流動床式,全連続運転,DB（公設公営、直営）,2,1996,7056000,,5129712,,,,,,,,,,,,100,47.2,28.4,5.8,13.2,3.4,2,104,100,41.4,50.3,8.3,10950,8435
千葉県,柏・白井・鎌ケ谷環境衛生組合,クリーンセンターしらさぎ,38763,流動床式,全連続運転,DB（公設公営、運転委託）,3,1999,55883520,42336000,,,,,,,,,,,,,100,41,25,4,25,1,4,163.5,100,39,51,10,8560,11400
千葉県,長生郡市広域市町村圏組合,環境衛生センターごみ処理場3号炉,8345,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1995,0,0,1584000,1512033,,,,,,,,,,,100,40.4,26,4.7,23.8,1.1,4,155,100,38.9,51.4,9.7,8717,11717
千葉県,長生郡市広域市町村圏組合,"環境衛生センターごみ処理場1,2号炉",39524,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1998,0,0,24454000,23342967,1800,12.13,10028,164,5539,37839508,5.09,8.55,6.92,5.09,100,40.4,26,4.7,23.8,1.1,4,155,100,38.9,51.4,9.7,8717,11717
千葉県,東総地区広域市区町村圏事務組合,東総地区クリーンセンター,52459,シャフト式,全連続運転,DBO（公設民営）,2,2021,,,,,4860,20.3,27922.03,,,,,,,,100,52.3,21.7,17.3,4.4,2.6,1.7,136,100,39.5,54.1,6.4,10839,9257
千葉県,印西地区環境整備事業組合,印西クリーンセンター,46443,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,1986,423357083,93195737,196559555,86202556,850,4.9,5712,,,,,,,,100,38.6,33.4,4.9,15.8,3,4.3,137.3,100,36.7,53,10.3,9065,12150
東京都,八王子市,八王子市戸吹清掃工場,52721,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1998,92094700,,,,2600,12.7,16897,2851,6793,64501526,,11.57,8.85,7.82,100,57,22.3,6.2,10.4,1.8,2.3,156,100,0,89.8,10.2,8630,9937
東京都,八王子市,八王子市北野清掃工場,7339,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1994,23950000,17963000,4019000,3014000,,,,,,,,,,,100,43.7,36.7,5.6,9.7,3,1.3,110,100,37.1,56.7,6.2,9760,11500
東京都,八王子市,館クリーンセンター,28705,流動床式,全連続運転,DBO（公設民営）,2,2022,,,,,4440,25.2,10271,0,6084,85754858,17,0,10.47,7.82,100,47.1,24.9,11.2,9.5,2.2,5.1,108.5,100,42.4,51.5,6.1,8640,10080
東京都,立川市,立川市清掃工場,18168,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1979,5020,,,,,,,,,,,,,,100,41.6,17.7,12.4,18.3,4.2,5.8,136,100,53.3,39.3,7.4,6061,6521
東京都,立川市,立川市クリーンセンタ－,3225.75,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2022,,,,,2390,16.5,1566.92,,,,,,,,100,73.09,17.01,3.45,4.55,1.43,0.47,146,100,40.38,54.42,5.2,9240,11840
東京都,武蔵野市,武蔵野クリーンセンター,28060,ストーカ式（可動）,全連続運転,DB+O（公設民営、長期包括運営委託）,2,2017,19965638,14986661,19965638,14986661,2650,20.5,12860.17,4976.74,3131,50213011,19,20,17,8,100,48.39,22.66,13.41,11.82,1.33,2.39,149,100,43.19,50.87,5.94,8498,9837
東京都,昭島市,昭島市清掃センター,22656,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,2,1994,13658568,,13658568,,,,,,,,,,,,100,55.3,18.6,12.7,10.3,1,2.1,159,100,44.6,49.9,5.5,8275,9209
東京都,町田市,町田市バイオエネルギーセンター,71850,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2021,154326331,16469068.88,104388177.8,15241464,6220,24.5,50785,0,,,,,,,100,41.5,23.5,9.9,16.1,2.4,6.6,135.8,100,40.9,51.3,7.8,10590,15047
東京都,東村山市,東村山市秋水園,23024,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1981,5006784,,5006784,,,,,,,,,,,,100,47.2,15.7,12.5,21.5,1.3,1.8,136,100,42.6,51.15,6.25,8572.5,9675
東京都,国分寺市,国分寺市清掃センター,0,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1985,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
東京都,大島町,千波環境美化センター(焼却施設),3156,ストーカ式（可動）,バッチ運転,DB（公設公営、運転委託）,2,2014,367920,,,,,,,,,,,,,,100,58.5,20.6,8.5,9.9,0.9,1.6,0,0,0,0,0,0,0
東京都,ふじみ衛生組合,クリーンプラザふじみ,74777,ストーカ式（可動）,全連続運転,DBO（公設民営）,2,2013,36691200,33600000,14686664,14400000,9700,19.9,41343,4048,26742,455720436,,,,,100,35.7,24.08,31.01,4.63,1.65,2.93,0,100,41.9,52.7,5.4,10440,9400
東京都,柳泉園組合,柳泉園クリーンポート,69329,ストーカ式（可動）,全連続運転,DB（公設公営、一部運転委託）,3,2000,304249317,19098240,254789116,15750929,6000,14,21489,589,,,,,,,100,42.4,24,13.6,17.5,1.1,1.4,161,100,48,47.2,4.8,7685,11062.5
東京都,西多摩衛生組合,西多摩衛生組合環境センター,62058,流動床式,全連続運転,DB（公設公営、一部運転委託）,3,1998,8719,4200,0,0,2370,9,12063,0,1248,8205311,,8.55,6.92,5.09,100,45.1,27.2,11.6,9.2,2.4,4.5,173,100,45.75,46.44,7.81,7623,8644
東京都,多摩川衛生組合,クリーンセンター多摩川,90432,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1998,1077732446,183346800,60675059,40455318,6000,9.83,34889,0,19892,308526906,,16,16,16,100,54.9,18.2,11.5,10.3,2.8,2.3,159,100,44.4,49.2,6.4,8159,9003
東京都,小平・村山・大和衛生組合,4・5号ごみ焼却施設,51860,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1986,1031760,,7805512,,,,,,,,,,,,100,52.8,22.5,7.6,8,1.3,7.8,159,100,44.39,50.24,5.37,8349,9558
東京都,西秋川衛生組合,西秋川衛生組合高尾清掃センター　熱回収施設(焼却施設),26823,流動床式,全連続運転,DBO（公設民営）,2,2014,3784320,,10665,,1900,14,9875,,3902,87645164,24,,,,100,43.8,31.3,7,12.6,1.5,3.8,108.6,100,42.9,52.2,4.9,8749,11604
東京都,多摩ニュータウン環境組合,多摩清掃工場,63544,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1998,244802880,140649600,19420668,16457300,8000,14.7,24261,0,15077,11522008,0,10.43,10.1,8.35,100,52,22.8,11.2,9.6,2.6,1.8,157,100,44.2,49.5,6.3,8212,9563
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合大田清掃工場第一工場,54771.33,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,3,1989,,,,,9000,4.55,7083,,,,,,,,100,49.7,32.1,3.4,9.2,2.1,3.5,110,100,39.57,52.91,7.52,8971,10232
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合有明清掃工場,92536.84,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,2,1994,,,,210786000,5600,5.6,16612,,,,,,,,100,65.5,21.9,3.6,7,1.2,0.8,98,100,33.2,61.1,5.7,10681,11470
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合墨田清掃工場,124847.1,ストーカ式（可動）,全連続運転,DB（公設公営、運転委託）,1,1997,,,,,13000,15,55372,,,,,,,,100,51,29.9,4,10.6,1.8,2.7,103,100,38.57,54.2,7.23,9238,10639
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合千歳清掃工場,107434.39,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,1,1995,,,,,10000,14.9,49443,,,,,,,,100,49.3,32.6,4.7,8.3,2.2,2.9,96,100,37.28,55.61,7.11,9535,11140
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合杉並清掃工場,163655.72,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,2,2017,,,,,24200,21.2,104577,,,,,,,,100,52.1,29.3,5.1,9.3,1.6,2.6,105,100,40.3,53.7,6,9100,10849
東京都,東京二十三区清掃一部事務組合,東京二十三区清掃一部事務組合新江東清掃工場,352589.02,ストーカ式（可動）,全連続運転,DB（公設公営、直営）,3,1998,,,,31103000,50000,13.9,154162,,,,,,,,100,52.7,28.9,5.7,9.7,1.4,1.6,98,100,36.7,56.2,7.1,9658,11313
